location_resolution,state,relaxing_or_restricting,policy_category,policy_subcategory,policy_subtarget,policy_description,date_issued,date_start,date_end_anticipated,date_end,intended_duration
state,Ohio,Relaxing,Social distancing,Health screening,Non essential workers (inclusive); Restaurants/bars,Extension of 6/5/2020 policy. Food service employees must perform a daily temperature and symptom assessment before attending work.,2020-07-06,2020-07-06,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Health screening,Indoor recreation/sports facility ; Outdoor recreation or space; Non essential business (inclusive),"EXTENSION: Inter-team contact sport players, coaches, athletic trainers, support staff, and officials must: Not exhibit signs or symptoms of COVID-19 within the past 72 hours prior to competition or if coming from outside the state, before arrival in Ohio. Should a player, coach, athletic trainer, support staff or official exhibit signs or symptoms of COVID-19 they will not be permitted to participate in the competition and should not travel to Ohio.",2020-07-22,2020-07-23,2020-07-31,Unspecified,
state,Ohio,Relaxing,Social distancing,Mass gathering restrictions,Indoor recreation/sports facility ; Outdoor recreation or space; Non essential business (inclusive); Confirmed cases,EXTENSION: Spectators are not permitted in the venue/facility for any competitive contact sports inter-club/team play.,2020-07-22,2020-07-23,2020-07-31,Unspecified,
state,Ohio,Relaxing,Social distancing,Curfews,Non essential business (inclusive),"A 10:00 p.m. curfew is established for the fairgrounds during the period of the junior fair. Participants are expected to leave the fairgrounds by that time and if camping on site, must be back in their camper no later than 10:00 p.m.",2020-07-30,2020-07-31,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,Non essential business (inclusive),"County fairs beginning on or after July 31, 2020, Agricultural Societies shall limit fairs to allow only individuals participating in youth organizations such as 4-H and FFA.",2020-07-30,2020-07-31,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Health screening,Non essential business (inclusive),"County fair participants must perform a daily symptom assessment, take temperature, and watch for respiratory symptoms. Individuals with symptoms must stay home.",2020-07-30,2020-07-31,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Mass gathering restrictions,Non essential business (inclusive),"Limitations on attendance at county fair events including animal exhibitions, livestock auctions, and races.",2020-07-30,2020-07-31,Unspecified,Unspecified,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,Non essential business (inclusive),County fair boards must work with local boards of health to develop proper signage regarding social distancing and handwashing/hand sanitizing.,2020-07-30,2020-07-31,Unspecified,Unspecified,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,Non essential business (inclusive); Entertainment/concert venues/nightclubs,6 feet of distance must be maintained between all county fair attendees. The is to be no physical contact between county attendees or between attendees and animals.,2020-07-30,2020-07-31,Unspecified,Unspecified,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,Non essential business (inclusive); Entertainment/concert venues/nightclubs,"County fair boards are responsible for drafting 2020 operational guidance specific to each county fair ground, with approval given by the local board of health.",2020-07-30,2020-07-31,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Health screening,Indoor recreation/sports facility ; Outdoor recreation or space; Non essential business (inclusive),"EXTENSION: Inter-team contact sport players, coaches, athletic trainers, support staff, and officials must: Not exhibit signs or symptoms of COVID-19 within the past 72 hours prior to competition or if coming from outside the state, before arrival in Ohio. Should a player, coach, athletic trainer, support staff or official exhibit signs or symptoms of COVID-19 they will not be permitted to participate in the competition and should not travel to Ohio.",2020-08-01,2020-08-01,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Mass gathering restrictions,Indoor recreation/sports facility ; Outdoor recreation or space; Non essential business (inclusive); Confirmed cases,EXTENSION: Spectators are not permitted in the venue/facility for any competitive contact sports inter-club/team play.,2020-08-01,2020-08-01,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,General population (inclusive),"All Sports are permitted to practice and engage in competition in accordance with all provisions of this Order. In the event of a conflict between this Order and the rules of the governing authority, the Sports and Sports Participants shall comply with the provision that is most restrictive on their activities.",2020-08-19,2020-08-19,Unspecified,2020-08-28,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,General population (inclusive),"Six-feet social distance must be maintained between individuals except when necessary on the field or court of play. Players, coaches, and officials are not to physically contact each other before or after practice or pregame and competitive play (e.g., greetings, team huddles, highfives, congregating, etc.).",2020-08-19,2020-08-19,Unspecified,2020-08-28,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,General population (inclusive),"To limit exposure of players, no team shall play against more than a single opponent team in any twenty-four hour period. Equipment and personal items must have proper separation and should avoid being shared. If equipment must be shared, proper sanitation must be performed between users. Time must be allotted between practice sessions to allow teams to exit fields/facilities prior to new teams arriving and for proper sanitizing for shared spaces and high-touch surfaces (benches, equipment, etc.).",2020-08-19,2020-08-19,Unspecified,2020-08-28,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,General population (inclusive); Indoor recreation/sports facility ; Outdoor recreation or space,"The maximum number of individuals gathered in any outdoor Sports venue is the lesser of 1500 or 15 percent of fixed, seated capacity. For indoor facilities the maximum number of individuals gathered in any indoor entertainment venue shall be the lesser of 300 spectators or 15 percent of fixed seating capacity. Physical separation must be maintained throughout the venue, and seating must be arranged and assigned to allow for six feet of space between groups. Risk notification signage must be posted and one way traffic lanes are to be implemented.",2020-08-19,2020-08-19,Unspecified,2020-08-28,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,General population (inclusive),"Coaches, athletic trainers, volunteers, officials, and spectators must wear face coverings at all times, and players must wear face coverings when not on the field or court of play, with exceptions including, individuals under 10 years of age, individuals with a medical condition that contraindicates the wearing of a facial covering, individuals communicating or seeking to communicate with someone who is hearing-impaired or has another disability, where the ability to see the mouth is essential for communication, individuals who are seated and actively consuming food or beverage in a restaurant or bar, or when facial coverings are prohibited by law or regulation.",2020-08-19,2020-08-19,Unspecified,2020-08-28,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,General population (inclusive),"An individual who tests positive for COVID-19, whether symptomatic or asymptomatic, shall not return to Sports activities until a documented medical exam is performed clearing the individual prior to the individual returning to participation in practice or games. The documented medical exam must specifically include an assessment of the cardiac/heart risk of high-intensity exercise due to the potential of myocarditis occurring in COVID-19 patients.",2020-08-19,2020-08-19,Unspecified,2020-08-28,
